date_and_time, Numberofsatellites, longtitude,
11:56:12.0,09,03506.313126 E,340.3
11:56:13.0,08,03506.293256 E,340.5
11:56:14.0,08,03506.273182 E,340.5
11:56:15.0,08,03506.252728 E,341.2
11:56:16.0,08,03506.233050 E,341.7
11:56:17.0,08,03506.212087 E,343.6
11:56:18.0,08,03506.191470 E,344.6
11:56:19.0,09,03506.172050 E,344.7
11:56:20.0,09,03506.151639 E,346.5
11:56:21.0,09,03506.131962 E,347.5
11:56:22.0,09,03506.112939 E,347.6
11:56:23.0,08,03506.093259 E,347.6
11:56:24.0,08,03506.073858 E,347.8
11:56:25.0,07,03506.054666 E,348.8
11:56:26.0,07,03506.035898 E,349.5
11:56:27.0,07,03506.017124 E,350.1
11:56:28.0,07,03505.998167 E,349.9
11:56:29.0,07,03505.978895 E,350.2
11:56:30.0,07,03505.959958 E,350.0
11:56:31.0,07,03505.940593 E,351.7
11:56:32.0,07,03505.921243 E,352.7
11:56:33.0,07,03505.902179 E,353.1
11:56:34.0,07,03505.883978 E,353.9
